"";"sofifa_id";"short_name";"age";"height_cm";"weight_kg";"overall";"value_eur";"wage_eur";"pace";"shooting";"passing";"dribbling";"defending";"physic";"attacking_crossing";"attacking_finishing";"attacking_heading_accuracy";"attacking_short_passing";"attacking_volleys";"skill_dribbling";"skill_curve";"skill_fk_accuracy";"skill_long_passing";"skill_ball_control";"movement_acceleration";"movement_sprint_speed";"movement_agility";"movement_reactions";"movement_balance";"power_shot_power";"power_jumping";"power_stamina";"power_strength";"power_long_shots";"mentality_aggression";"mentality_interceptions";"mentality_positioning";"mentality_vision";"mentality_penalties";"mentality_composure";"defending_standing_tackle";"defending_sliding_tackle";"right_foot";"Role"
"4124";"#194163";"J. Raitala";31;181;77;67;575000;3000;60;47;65;64;66;74;65;29;63;68;59;63;65;59;67;68;61;59;57;69;66;70;80;78;73;58;70;66;56;59;48;69;66;63;0;"arriere_gauche"
"4125";"#194213";"Adri Cuevas";30;187;80;67;700000;4000;54;60;62;65;61;62;37;60;40;70;33;64;59;54;67;67;57;51;65;69;66;66;50;64;66;58;53;66;65;72;67;51;70;54;1;"Milieu__droit"
"4126";"#194361";"T. Makino";33;182;77;67;350000;4000;66;44;60;62;64;76;59;35;71;66;25;62;27;64;62;62;68;64;67;58;57;72;78;76;77;38;74;61;59;57;38;58;65;67;1;"arriere_central"
"4127";"#194885";"C. Erbes";30;172;72;67;625000;4000;65;54;60;62;70;60;56;44;65;64;56;58;57;59;62;66;67;64;62;68;72;70;48;63;56;58;71;70;59;58;49;68;70;70;1;"Milieu_central"
"4128";"#195126";"J. Marquis";28;185;80;67;800000;6000;70;65;53;62;40;87;39;67;72;54;62;62;51;45;61;59;68;71;64;68;66;68;82;92;85;59;86;33;71;62;62;63;42;38;1;"Attaquant"
"4129";"#196883";"J. Granados";33;181;73;67;350000;500;59;23;51;53;65;73;68;25;26;58;15;40;31;28;35;66;50;67;70;66;66;20;72;68;75;17;75;68;44;45;30;54;68;69;0;"arriere_gauche"
"4130";"#197240";"N. Besara";29;182;76;67;750000;2000;69;68;68;71;45;64;66;66;48;71;63;71;70;68;63;70;67;71;75;68;70;70;55;76;67;70;46;41;71;70;62;69;37;35;1;"Attaquant"
"4131";"#197716";"T. Bunbury";30;188;78;67;725000;3000;73;66;60;66;38;75;61;66;61;63;63;67;66;58;55;66;72;74;69;66;56;73;73;71;78;61;72;27;67;58;67;64;42;32;1;"Milieu__gauche"
"4132";"#198011";"T. Eaves";28;191;86;67;800000;4000;53;68;46;59;37;79;33;68;76;55;63;59;40;37;41;62;52;54;58;62;34;79;69;72;92;60;60;24;66;53;65;63;42;31;1;"Attaquant"
"4133";"#198024";"Y. de Lanlay";28;180;72;67;775000;2000;83;60;62;69;51;59;62;57;41;64;56;68;63;58;59;66;83;83;84;65;76;66;79;64;61;61;45;49;67;63;50;66;52;48;1;"Ailier_droit"
"4134";"#198104";"D. Stahl";31;182;79;67;575000;3000;58;64;58;61;65;78;47;58;63;66;50;57;47;55;62;66;62;55;64;61;62;78;72;81;77;69;77;63;53;56;60;64;65;65;1;"Milieu__gauche"
"4135";"#198264";"B. Ketkeophomphone";30;180;71;67;725000;3000;74;64;65;70;25;53;66;63;63;65;63;69;63;64;63;68;73;74;77;71;69;65;71;52;58;64;35;41;70;68;65;68;15;15;1;"Milieu_central"
"4136";"#199088";"Wang Gang";31;188;81;67;550000;6000;78;55;57;63;63;75;58;52;64;58;35;65;61;58;57;59;75;80;60;66;67;70;77;83;74;55;69;62;63;55;36;57;63;58;1;"arriere_droit"
"4137";"#199351";"M. Wunderlich";34;184;70;67;375000;2000;66;68;67;69;35;64;62;66;54;67;60;69;71;78;66;67;67;65;72;67;75;74;57;65;67;66;55;36;68;68;77;68;27;21;1;"Milieu_central"
"4138";"#199407";"D. Post";31;191;92;67;575000;3000;39;58;57;59;63;85;46;51;66;63;42;60;44;58;62;66;44;34;34;64;42;74;71;76;92;61;84;68;52;56;59;67;68;57;1;"Milieu_central"
"4139";"#199470";"M. Meilinger";28;181;77;67;775000;5000;70;63;68;67;33;63;68;62;45;70;55;68;67;64;69;66;71;70;70;61;67;68;60;62;70;64;46;34;58;65;62;56;33;35;0;"Milieu__droit"
"4140";"#199747";"J. Lauridsen";29;182;78;67;625000;5000;72;45;64;65;62;67;68;40;52;65;45;63;67;58;57;66;73;72;71;66;67;56;66;76;66;41;58;64;62;66;40;65;64;58;0;"arriere_gauche"
"4141";"#200235";"M. te Vrede";28;191;87;67;800000;11000;41;69;45;54;30;78;28;71;80;59;66;49;33;26;48;66;37;45;37;66;49;72;72;71;86;64;66;25;70;43;70;59;23;20;1;"Attaquant"
"4142";"#200256";"T. Leugers";29;184;77;67;650000;1000;67;55;63;64;64;72;66;41;53;68;55;63;65;63;67;66;69;65;67;67;59;65;83;74;70;70;72;63;61;46;65;67;63;66;0;"Milieu__gauche"
"4143";"#200432";"B. Pranter";30;181;77;67;725000;4000;72;69;66;64;50;66;61;67;62;69;57;65;54;73;63;66;74;70;55;63;67;77;68;70;70;68;51;52;62;68;74;68;56;49;1;"Milieu__gauche"
"4144";"#200461";"M. Makuszewski";30;176;69;67;725000;4000;87;62;62;65;44;68;63;61;43;66;52;62;57;56;54;62;90;84;79;62;83;66;82;72;65;62;67;42;64;62;57;63;38;45;1;"Milieu__droit"
"4145";"#200770";"F. Haugen";28;182;76;67;750000;2000;74;66;67;69;59;69;68;64;49;68;63;66;68;65;66;70;74;74;80;67;67;74;60;75;68;66;68;63;66;67;61;68;57;62;1;"Milieu__droit"
"4146";"#200845";"P. Hoban";28;180;84;67;800000;2000;65;67;56;61;39;75;54;71;71;58;61;57;58;56;53;65;66;65;64;66;66;67;73;77;81;59;58;33;70;54;70;65;35;34;1;"Attaquant"
"4147";"#201083";"M. Kucharczyk";29;178;72;67;750000;3000;80;64;60;68;42;67;65;65;62;65;61;66;55;38;46;65;81;79;83;66;75;67;78;66;65;56;71;48;67;64;65;70;28;32;1;"Milieu__droit"
"4148";"#203603";"M. Pospíšil";29;178;78;67;650000;4000;69;55;67;72;60;68;59;50;54;70;50;70;68;60;67;69;76;64;84;70;84;57;80;82;64;59;59;63;62;69;68;68;60;61;1;"Milieu__droit"
"4149";"#203637";"J. Arroé";28;175;69;67;775000;500;75;57;61;70;31;56;72;65;35;65;45;67;49;33;61;73;78;72;75;57;83;49;53;53;61;55;50;38;65;53;33;50;22;19;1;"Milieu_central"
"4150";"#203781";"D. Toia";28;173;70;67;650000;3000;71;51;58;64;63;70;62;39;62;63;46;63;58;34;56;62;74;68;66;64;72;68;81;75;64;62;74;65;50;54;49;61;64;63;0;"arriere_gauche"
"4151";"#204280";"Cristian Herrera";29;181;76;67;750000;4000;68;70;64;65;47;77;61;70;63;64;69;69;69;66;68;64;66;70;62;64;38;70;66;79;84;71;60;39;62;61;76;66;33;26;0;"Milieu__gauche"
"4152";"#204690";"P. Hosiner";31;179;79;67;675000;4000;79;64;54;66;28;63;50;68;61;58;64;63;68;30;47;66;77;80;75;69;81;65;83;69;66;52;45;18;71;59;68;68;19;16;1;"Attaquant"
"4153";"#205005";"L. Droppa";31;183;84;67;575000;4000;64;57;59;60;66;72;54;53;67;66;58;58;49;37;64;57;66;63;63;67;76;64;66;75;72;61;69;65;63;58;39;67;67;64;1;"Milieu__droit"
"4154";"#205138";"F. Hasani";30;189;76;67;725000;500;70;65;66;71;42;72;65;64;56;67;61;71;74;73;64;70;71;69;77;63;64;67;71;68;72;65;79;40;64;65;71;72;39;33;1;"Milieu__gauche"
"4155";"#205388";"E. Akichi";30;178;75;67;625000;2000;71;50;61;67;63;67;54;46;49;67;42;68;53;52;64;65;75;68;70;62;68;57;71;80;60;55;66;66;53;61;47;62;64;63;1;"Milieu__droit"
"4156";"#205463";"M. Thiede";28;178;75;67;650000;4000;67;46;64;66;62;62;66;43;48;67;48;64;61;49;64;63;74;61;76;66;77;57;59;73;57;41;63;59;51;59;49;65;63;66;1;"arriere_droit"
"4157";"#205846";"David Bruno";28;175;64;67;650000;4000;68;40;57;65;64;69;66;36;52;62;39;63;57;54;55;65;70;66;71;62;71;46;52;73;68;40;71;66;41;42;46;59;67;64;1;"arriere_droit"
"4158";"#206313";"J. Lopy";28;181;68;67;750000;3000;67;63;62;65;65;76;55;67;64;69;42;61;47;53;66;69;69;66;71;67;57;62;80;84;73;61;70;68;60;62;56;67;67;63;1;"Milieu__droit"
"4159";"#206536";"T. Naylor";29;188;72;67;650000;5000;66;58;59;62;66;80;56;56;66;62;51;61;55;50;62;62;67;65;68;62;63;65;73;82;80;61;78;67;55;60;39;63;65;65;1;"Milieu__droit"
"4160";"#207753";"Oh Ban Suk";32;189;81;67;500000;2000;37;24;37;50;70;73;26;21;70;44;30;45;29;28;36;54;41;33;67;55;34;34;74;60;82;16;65;69;22;39;35;64;73;67;1;"arriere_central"
"4161";"#208157";"Juanto Ortuño";28;177;72;67;800000;4000;71;66;57;70;21;64;53;65;59;63;65;70;58;44;56;69;69;72;73;70;65;74;73;72;70;61;36;18;66;55;67;67;15;14;1;"Attaquant"
"4162";"#208371";"M. Saeid";29;170;64;67;750000;2000;71;61;65;71;55;66;62;56;32;68;38;68;65;64;65;69;74;69;83;69;89;76;79;84;56;59;66;64;70;65;69;68;57;55;0;"Attaquant"
"4163";"#208488";"R. Punčec";28;185;80;67;675000;3000;75;31;43;51;65;70;28;26;68;62;22;43;25;23;50;57;76;75;63;64;65;52;77;57;76;22;69;60;20;30;39;50;71;67;1;"arriere_central"
"4164";"#208521";"F. Brillant";35;187;82;67;230000;2000;31;33;49;43;68;72;32;24;68;64;22;37;23;35;52;50;31;31;43;69;36;58;73;70;74;25;70;66;39;48;58;63;68;67;1;"arriere_central"
"4165";"#208914";"O. Hawsawi";34;185;76;67;275000;11000;61;29;44;46;66;77;26;20;65;62;21;41;30;26;46;45;62;61;68;66;43;40;80;67;84;32;73;70;45;36;36;60;68;64;1;"arriere_central"
"4166";"#208917";"K. Al Ghamdi";32;165;64;67;475000;10000;83;31;60;66;60;66;63;27;61;62;25;63;55;37;60;66;82;84;83;59;73;28;70;73;62;34;68;61;63;58;34;64;59;61;1;"arriere_droit"
"4167";"#209006";"M. Riveros";31;179;69;67;650000;500;64;49;64;67;66;69;52;35;58;67;59;65;66;65;66;70;63;65;66;68;61;62;64;78;64;63;73;67;61;66;46;49;65;55;1;"Milieu__gauche"
"4168";"#209073";"R. Quijada";31;186;73;67;575000;500;64;33;52;51;69;67;67;37;70;64;25;46;51;32;24;65;66;63;35;64;41;29;72;78;59;26;71;65;43;41;40;50;70;65;0;"arriere_central"
"4169";"#209210";"A. Grant";26;191;88;67;725000;3000;53;33;43;40;66;78;30;30;63;57;20;31;22;23;50;46;48;57;49;56;66;50;85;67;89;26;62;68;35;37;34;58;68;67;0;"arriere_central"
"4170";"#209371";"B. van Polen";34;179;73;67;275000;4000;63;51;61;66;67;70;63;46;60;70;31;65;46;40;71;66;66;61;65;68;69;53;74;70;67;56;74;68;60;47;70;70;69;67;1;"arriere_central"
"4171";"#209711";"R. Thelander";28;190;87;67;675000;5000;45;30;43;41;66;73;35;24;72;56;28;34;21;21;51;48;34;54;42;60;42;55;73;58;81;20;71;63;31;34;28;57;67;64;1;"arriere_central"
"4172";"#209761";"D. Steres";29;183;77;67;650000;3000;48;27;51;49;66;71;48;24;74;67;27;39;28;24;66;59;41;53;60;63;59;35;77;66;74;22;68;66;38;29;38;59;65;62;1;"arriere_central"
"4173";"#209800";"M. Herrera";31;183;81;67;575000;6000;48;36;46;50;68;66;31;28;73;60;26;45;35;34;51;55;41;54;52;67;50;52;60;48;74;38;69;64;28;40;52;71;69;71;1;"arriere_droit"
"4174";"#210147";"M. Al Harbi";32;175;75;67;475000;11000;75;45;62;64;62;69;66;46;53;64;40;64;60;48;61;62;74;75;71;62;63;46;75;84;65;40;61;60;61;57;33;58;62;61;0;"arriere_gauche"
"4175";"#210521";"S. Çikalleshi";29;185;80;67;750000;7000;68;69;55;59;32;68;57;67;73;56;69;62;56;47;55;63;67;68;37;64;38;75;53;69;78;69;47;30;65;55;58;50;32;23;1;"Attaquant"
"4176";"#210601";"T. Ebner";28;180;75;67;675000;7000;70;50;61;64;65;71;57;53;58;67;30;64;53;25;62;62;72;68;69;67;69;47;74;75;68;53;75;69;58;64;38;66;64;59;1;"Milieu_central"
"4177";"#210784";"D. Morales";33;172;69;67;475000;500;65;65;64;68;31;66;58;70;37;63;65;67;60;64;59;69;72;59;68;69;74;55;53;64;67;63;70;26;67;74;60;72;36;24;1;"Milieu_central"
"4178";"#212039";"S. Al Muwallad";29;184;74;67;625000;12000;77;54;59;62;61;73;64;51;57;66;51;60;50;45;53;63;77;77;70;64;67;52;56;76;76;61;66;59;60;53;59;48;63;64;1;"arriere_droit"
"4179";"#212094";"E. Zenteno";35;180;78;67;230000;500;52;24;30;40;73;67;25;23;69;35;30;36;36;26;26;35;51;52;48;66;63;32;81;64;77;16;44;70;27;28;32;49;76;70;1;"arriere_central"
"4180";"#212440";"Jung Seok Hwa";29;171;63;67;750000;4000;76;63;64;71;51;59;61;60;46;65;59;71;70;67;65;68;77;75;75;64;83;68;53;73;59;67;43;47;65;61;57;68;49;44;1;"Ailier_gauche"
"4181";"#214211";"R. Vanegas";27;176;72;67;800000;1000;84;63;55;70;31;69;56;65;54;55;55;70;46;51;53;66;90;79;82;61;71;69;80;71;70;56;59;24;66;60;63;64;29;25;1;"Milieu__gauche"
"4182";"#214250";"M. Palacios";27;183;75;67;800000;3000;92;62;54;66;48;75;58;64;54;59;40;67;41;31;61;63;91;93;71;58;79;71;88;86;86;55;30;25;64;43;46;58;58;53;1;"Milieu__droit"
"4183";"#214319";"F. Rodríguez";33;186;78;67;375000;900;43;37;53;50;69;73;42;32;72;60;33;44;38;37;70;55;34;51;56;68;52;49;52;70;79;35;65;72;39;47;41;61;67;66;1;"Milieu_central"
"4184";"#214603";"F. Díaz";36;170;70;67;140000;500;74;50;63;64;63;69;69;37;61;62;48;64;55;57;63;60;70;78;73;64;73;77;70;72;65;49;77;63;62;62;61;75;62;61;0;"arriere_gauche"
"4185";"#214615";"J. Duque";33;183;79;67;475000;2000;67;67;55;67;26;69;46;62;66;62;60;66;32;46;57;70;65;68;66;62;63;76;78;68;77;67;46;36;71;56;82;74;19;17;1;"Attaquant"
"4186";"#214915";"C. Sepúlveda";28;174;67;67;750000;3000;64;59;62;66;60;75;42;55;52;73;32;69;58;43;64;64;62;66;59;66;70;73;49;85;73;59;72;70;60;65;74;50;65;50;1;"Milieu__droit"
"4187";"#215072";"C. Díaz";31;167;63;67;550000;4000;73;37;58;72;61;54;58;23;53;64;44;69;67;45;60;70;74;73;89;65;89;54;82;73;34;43;74;54;60;45;42;61;70;72;1;"arriere_droit"
"4188";"#215594";"A. Vlad";30;174;70;67;600000;3000;67;55;63;59;63;71;66;53;68;65;31;51;61;47;61;62;68;66;76;64;82;64;74;71;76;62;56;64;54;60;41;71;65;64;0;"arriere_gauche"
"4189";"#215708";"A. Monfray";29;185;76;67;650000;3000;65;54;61;64;64;79;62;49;64;67;32;62;34;31;66;66;62;68;73;63;60;70;76;80;79;66;76;61;34;62;36;62;67;62;1;"arriere_central"
"4190";"#215993";"D. Miloc";29;177;74;67;725000;6000;61;48;62;65;66;78;55;44;57;67;34;62;40;45;68;67;61;61;68;72;66;48;76;91;73;59;73;66;60;64;39;58;70;67;1;"Milieu__gauche"
"4191";"#216184";"S. Nutz";28;178;67;67;775000;4000;67;63;71;66;54;64;69;56;52;70;66;63;73;72;71;66;69;66;75;67;73;70;64;71;65;71;53;55;60;73;69;68;54;58;0;"Milieu_central"
"4192";"#216193";"B. Vriends";29;188;85;67;650000;4000;49;32;45;46;65;78;27;29;73;58;26;41;30;27;55;56;46;52;37;60;46;42;75;75;83;27;72;66;34;43;43;60;64;63;1;"arriere_central"
"4193";"#216836";"Álvaro Peña";28;178;70;67;775000;3000;66;59;71;66;55;61;65;54;53;75;43;62;70;66;73;72;71;62;73;58;71;71;65;66;64;58;47;55;66;72;65;66;54;49;1;"Milieu__droit"
"4194";"#217153";"Wu Xi";31;180;75;67;650000;7000;75;66;67;65;65;67;68;61;65;67;66;63;63;54;69;67;75;75;65;66;63;73;72;76;67;72;55;62;62;68;62;55;67;63;1;"Milieu__gauche"
"4195";"#217710";"M. Barragán";28;179;76;67;800000;6000;68;66;62;67;32;70;58;67;67;65;65;66;66;54;55;67;69;68;75;62;62;69;79;69;72;62;65;31;66;65;67;53;36;31;1;"Milieu__droit"
"4196";"#217730";"S. Zwierschitz";29;183;78;67;625000;7000;68;49;58;59;66;71;59;41;59;64;36;58;58;61;58;58;68;68;66;64;65;58;76;71;72;53;65;66;58;45;63;57;69;65;1;"arriere_droit"
"4197";"#218178";"E. Aranda";35;175;72;67;325000;500;79;56;65;69;54;52;58;55;41;74;52;64;54;40;73;71;78;80;84;67;77;62;74;62;47;50;45;65;63;61;54;73;64;55;1;"Milieu__gauche"
"4198";"#221376";"A. Puljić";32;187;79;67;500000;3000;46;42;48;43;67;74;47;37;71;57;30;32;25;28;52;52;50;43;52;61;55;61;81;67;76;40;76;65;38;39;37;73;69;68;1;"arriere_central"
"4199";"#221425";"K. Nagasawa";28;172;68;67;800000;5000;72;63;64;69;52;65;62;64;45;66;64;67;64;59;64;69;75;69;76;67;74;62;63;72;62;61;65;48;69;65;54;58;60;45;1;"Milieu__droit"
"4200";"#221684";"B. Sweat";28;188;79;67;650000;3000;68;43;64;66;66;69;64;39;64;64;42;66;61;49;65;68;66;70;62;64;64;55;77;67;68;38;72;65;64;68;40;68;66;63;0;"arriere_gauche"
"4201";"#221736";"J. Pereira";27;182;75;67;800000;2000;77;61;60;68;56;70;57;58;55;68;49;69;47;39;57;68;79;75;70;60;67;72;58;76;72;58;61;57;64;61;57;60;58;53;1;"Milieu__droit"
"4202";"#222225";"S. Popov";29;186;77;67;625000;5000;72;50;63;59;64;68;65;42;64;65;53;55;57;54;60;63;70;73;66;70;53;64;72;64;71;47;64;66;64;62;51;64;61;63;1;"arriere_droit"
"4203";"#222235";"Ren Hang";31;185;77;67;575000;5000;70;49;59;60;66;77;65;49;69;58;42;60;55;39;59;59;68;72;59;66;52;57;71;77;82;43;66;65;67;61;37;59;66;67;1;"arriere_central"
"4204";"#222397";"M. Risso";32;193;88;67;500000;500;36;29;45;42;67;76;33;21;74;67;30;36;36;32;34;52;35;37;39;56;41;46;68;64;85;26;70;61;29;33;49;51;68;60;1;"arriere_central"
"4205";"#222988";"T. Aoyama";34;174;73;67;375000;4000;47;59;70;65;66;68;65;54;58;73;61;61;64;60;69;70;51;43;67;61;69;69;74;61;70;60;71;71;50;76;64;74;62;55;1;"Milieu__gauche"
"4206";"#222991";"M. Saito";30;169;66;67;725000;5000;75;65;65;68;22;55;63;64;39;66;62;68;70;63;58;66;78;73;75;62;78;68;70;57;61;65;34;19;65;68;60;64;21;22;1;"Milieu__gauche"
"4207";"#223085";"L. Berry";27;177;72;67;800000;5000;68;62;66;68;59;68;61;65;64;69;53;66;57;61;65;67;68;68;77;63;74;58;79;70;69;63;61;56;65;68;56;65;61;58;1;"Milieu_central"
"4208";"#223355";"A. Mateiu";30;175;74;67;625000;4000;68;66;64;70;61;73;61;55;53;70;51;69;64;52;66;69;65;71;74;68;80;85;67;82;73;78;62;60;58;57;54;64;63;61;1;"Milieu_central"
"4209";"#223625";"Rui Correia";29;188;73;67;650000;4000;57;32;43;51;67;71;32;28;70;58;31;44;33;35;44;57;55;59;55;68;53;45;52;66;74;24;74;64;27;29;44;60;68;64;0;"arriere_central"
"4210";"#223691";"M. Corujo";34;170;73;67;275000;500;74;60;66;69;61;79;65;58;63;64;54;67;77;66;69;65;75;73;80;70;81;66;79;75;81;57;80;59;76;63;52;75;63;63;1;"arriere_droit"
"4211";"#223730";"T. van Weert";30;180;73;67;725000;6000;65;68;51;65;28;69;39;70;69;62;64;63;54;39;36;65;66;64;68;66;68;69;92;73;66;63;67;20;71;58;70;66;25;22;1;"Attaquant"
"4212";"#223801";"G. Karadeniz";30;178;72;67;725000;5000;72;67;64;68;38;67;58;62;60;69;69;66;67;47;64;67;68;76;75;64;74;75;64;68;66;67;67;48;70;66;68;70;38;36;0;"Milieu_central"
"4213";"#224544";"Zhao Honglue";30;180;76;67;600000;5000;68;34;56;65;63;70;68;30;62;62;32;68;45;33;61;60;65;71;60;64;78;44;75;77;65;28;70;68;42;39;44;53;62;64;0;"arriere_gauche"
"4214";"#224608";"Cai Huikang";30;183;85;67;625000;4000;59;50;51;61;68;77;41;51;75;61;34;58;41;40;57;62;64;54;59;66;74;58;76;84;76;47;73;69;48;45;46;60;67;68;1;"Milieu__droit"
"4215";"#224821";"S. Rouiller";29;183;74;67;650000;6000;56;27;44;46;68;76;28;19;69;58;25;34;29;23;64;58;59;54;57;48;75;48;90;85;75;22;65;63;26;31;39;59;71;65;1;"arriere_central"
"4216";"#224965";"C. Doidge";27;185;77;67;825000;4000;65;66;51;63;29;74;38;68;68;58;62;61;53;41;45;65;62;67;64;65;69;67;83;78;78;61;57;26;71;57;64;64;25;20;1;"Attaquant"
"4217";"#225939";"J. George";27;176;76;67;800000;5000;79;66;57;73;29;69;62;66;59;62;51;73;53;39;39;69;85;74;79;67;85;75;61;76;67;63;65;21;65;64;67;59;21;22;1;"Ailier_gauche"
"4218";"#226646";"F. Banguero";31;180;74;67;550000;2000;72;30;58;60;62;70;65;28;55;63;24;59;35;33;62;62;70;74;61;59;58;30;55;78;71;29;62;65;55;52;36;58;64;62;0;"arriere_gauche"
"4219";"#226928";"B. Emir";32;178;73;67;475000;8000;71;46;57;63;67;62;61;32;52;62;29;64;60;46;54;62;73;69;63;56;68;65;64;66;61;58;60;66;57;48;49;52;70;70;0;"arriere_gauche"
"4220";"#227052";"M. Vallecilla";29;175;72;67;625000;950;82;41;54;62;60;69;62;33;52;60;33;60;33;36;53;59;85;80;78;61;78;53;75;82;67;44;58;63;54;44;45;56;62;58;1;"arriere_gauche"
"4221";"#227528";"B. Romero";29;175;70;67;750000;6000;86;65;59;70;38;65;61;72;43;64;33;68;47;36;56;70;83;88;79;68;72;74;61;75;66;55;52;46;64;60;38;57;36;40;1;"Attaquant"
"4222";"#228668";"M. Taylor";30;176;72;67;725000;4000;74;66;59;67;26;64;49;69;67;64;55;64;64;37;53;67;75;74;79;64;83;67;80;69;61;60;59;24;72;67;70;59;19;21;1;"Attaquant"
"4223";"#230395";"Denaldo Carneiro";20;166;65;67;850000;5000;86;61;59;69;40;75;61;63;53;59;55;68;60;55;53;68;83;88;82;58;62;58;73;84;67;63;83;38;58;62;53;61;45;43;0;"Milieu__gauche"
"4224";"#230428";"Nazarinho Rios";28;182;80;67;800000;8000;74;66;55;75;30;48;48;74;62;61;56;75;56;36;55;73;75;74;83;65;76;62;62;65;44;56;32;19;70;58;55;52;20;24;1;"Attaquant"
"4225";"#231027";"A. Marchesano";29;168;62;67;750000;6000;68;58;68;74;46;43;60;55;46;74;47;71;68;69;68;73;67;68;89;57;92;62;37;69;32;61;40;35;61;64;67;57;42;52;1;"Milieu_central"
"4226";"#231563";"F. Mercado";30;174;74;67;725000;1000;66;69;50;68;22;60;34;72;64;57;53;69;35;66;34;68;63;69;70;60;68;69;70;57;68;65;40;20;68;66;70;63;16;11;0;"Attaquant"
"4227";"#231728";"I. Hora";31;182;76;67;675000;3000;71;66;62;60;46;70;66;70;65;61;63;56;54;55;58;56;72;70;70;83;71;68;69;71;76;53;55;40;70;64;73;65;46;43;1;"Attaquant"
"4228";"#232308";"M. Jevtović";27;184;77;67;800000;5000;77;64;60;70;38;68;62;66;48;62;56;70;63;54;56;68;76;77;74;66;68;66;61;67;72;63;63;41;64;57;57;65;40;37;1;"Ailier_droit"
"4229";"#232376";"T. Aoki";30;179;77;67;700000;5000;70;57;65;63;65;75;58;51;59;68;48;60;51;58;70;65;71;69;66;68;63;67;67;78;76;61;71;67;62;67;61;64;66;61;1;"Milieu__gauche"
"4230";"#232454";"Y. Hiraoka";34;183;72;67;275000;2000;38;24;39;40;69;67;21;17;58;63;23;28;27;21;22;54;38;38;32;66;60;39;72;66;71;23;58;70;27;33;31;56;71;69;1;"arriere_central"
"4231";"#232489";"Y. Komai";28;168;64;67;800000;3000;72;67;66;69;58;51;71;64;49;70;58;68;57;55;60;68;74;70;77;62;83;75;73;39;50;69;62;63;64;64;61;65;63;61;1;"Ailier_droit"
"4232";"#232597";"H. Fujiharu";31;175;60;67;675000;5000;75;54;66;64;60;54;68;52;42;70;45;59;57;55;63;64;73;77;81;65;74;56;56;70;43;56;59;65;65;66;47;59;59;57;0;"Milieu__gauche"
"4233";"#233569";"F. Saucedo";30;173;69;67;700000;500;56;46;64;62;68;57;56;39;53;72;30;56;38;36;69;68;62;51;67;64;82;52;59;76;47;51;59;73;55;70;69;60;66;65;1;"Milieu__gauche"
"4234";"#234476";"A. Albers";30;193;90;67;725000;5000;63;65;43;58;29;73;28;71;77;56;54;57;30;26;39;65;54;71;52;56;47;67;61;74;88;53;38;21;73;45;56;54;16;16;1;"Attaquant"
"4235";"#235441";"F. Pérez";34;180;75;67;275000;500;65;40;51;54;65;78;42;33;68;64;22;50;31;30;72;61;65;65;55;54;56;50;73;82;80;50;70;65;45;34;34;55;67;65;0;"arriere_central"
"4236";"#235552";"E. Seka";33;185;89;67;350000;2000;47;31;48;51;65;77;57;25;69;60;35;47;24;24;40;54;38;55;58;62;53;43;81;75;82;27;67;68;37;35;34;63;65;61;1;"arriere_central"
"4237";"#236144";"Elton Coengo";20;181;75;67;825000;5000;69;52;61;61;65;65;45;53;57;71;22;62;35;38;65;63;67;70;43;66;68;40;60;68;65;65;62;65;73;69;42;70;67;65;1;"Milieu__droit"
"4238";"#236859";"H. Mancilla";28;174;80;67;675000;6000;59;34;61;53;62;75;59;29;62;69;31;47;34;35;71;57;62;56;60;62;67;49;75;91;71;31;63;65;33;54;36;60;64;60;1;"Milieu__gauche"
"4239";"#237745";"H. Miyazawa";31;182;72;67;650000;3000;59;55;68;67;59;68;66;56;41;74;44;66;53;50;70;72;51;65;62;55;61;59;50;81;70;53;53;62;57;65;55;68;63;59;1;"Milieu__gauche"
"4240";"#237764";"R. Takeuchi";29;173;67;67;650000;2000;64;60;63;64;65;67;55;57;58;69;43;62;51;50;64;64;65;64;68;62;73;65;82;79;61;68;65;65;58;68;49;58;66;62;1;"Milieu__gauche"
"4241";"#238944";"Z. Majer";27;179;69;67;775000;500;61;58;68;70;55;65;62;57;52;71;45;71;57;58;73;70;66;57;66;64;70;58;56;72;60;65;70;61;57;68;57;69;53;50;1;"Milieu__gauche"
"4242";"#239337";"R. Herrmann";26;181;73;67;825000;6000;78;50;64;68;52;64;67;49;48;66;49;69;68;65;63;66;77;78;74;59;76;58;69;75;63;44;49;52;58;57;50;60;53;54;0;"Milieu__gauche"
"4243";"#240292";"A. Contrera";28;185;70;67;775000;500;73;63;71;67;44;67;69;59;55;72;62;68;74;67;73;70;65;79;58;63;55;72;62;75;69;63;55;42;53;72;66;70;38;43;0;"Attaquant"
"4244";"#242209";"A. Rodriguez";27;174;72;67;775000;500;75;56;58;68;54;77;37;57;43;71;32;65;35;36;65;75;75;75;60;69;74;49;67;73;82;66;72;59;64;64;45;52;51;39;1;"arriere_droit"
"4245";"#243123";"Y. Sugita";27;164;65;67;800000;2000;83;60;61;70;30;48;69;63;36;63;53;68;65;40;48;68;80;86;87;58;80;57;80;72;36;60;38;27;59;61;47;53;29;25;1;"Ailier_droit"
"4246";"#243852";"B. Motshwari";29;172;66;67;725000;500;76;58;67;69;55;63;57;55;55;75;54;67;55;53;76;69;74;77;68;65;86;65;67;65;64;56;59;55;61;62;61;68;58;61;1;"Milieu__droit"
